,category,model,colour,is_duplicate
125087,2,B17,6,1
125088,2,B13,12,1
125089,2,B11,2,1
125090,2,B9,1,1
125091,3,C9,6,1
125092,3,C11,7,1
125093,3,C42,7,1
125094,1,A17,2,1
125095,1,A5,3,1
125096,1,A6,3,1
125097,4,P6,2,1
125098,4,P17,2,1
125099,4,P26,4,1
125100,4,P40,4,1
125101,4,P41,9,1
125102,4,P39,14,1
125103,4,P61,1,1
125104,4,P59,2,1
125105,4,P58,9,1
125106,4,P70,6,1
125107,1,A3,3,1
125108,2,B8,4,1
125109,1,A2,3,1
125110,4,P2,3,1
125111,3,C2,12,1
125112,3,C40,14,1
125113,4,P4,4,1
125114,2,B4,10,1
125115,2,B26,13,1
125116,2,B24,11,1
125117,2,B23,7,1
125118,2,B34,2,1
125119,2,B34,2,1
125120,2,B26,13,1
125121,2,B16,12,1
125122,3,C22,11,1
125123,3,C33,14,1
125124,3,C26,14,1
125125,3,C36,14,1
125126,3,C40,14,1
125127,3,C49,4,1
125128,3,C54,14,1
125129,3,C59,5,1
125130,3,C57,5,1
125131,4,P5,3,1
125132,4,P36,2,1
125133,4,P26,4,1
125134,4,P29,5,1
125135,4,P39,14,1
125136,4,P74,12,1
125137,4,P4,4,1
125138,1,A9,3,1
125139,4,P23,6,1
125140,1,A4,3,1
125141,1,A15,14,1
125142,3,C1,4,1
125143,3,C5,11,1
125144,3,C17,14,1
125145,1,A15,14,1
125146,2,B21,12,1
125147,3,C19,12,1
125148,4,P49,14,1
125149,4,P49,14,1
125150,4,P49,14,1
125151,3,C35,9,1
125152,3,C50,9,1
125153,1,A2,3,1
125154,1,A1,8,1
125155,1,A5,3,1
125156,1,A9,3,1
125157,1,A11,3,1
125158,3,C18,9,1
125159,2,B4,10,1
125160,1,A15,14,1
125161,4,P10,4,1
125162,1,A15,14,1
125163,3,C59,5,1
125164,2,B32,6,1
125165,4,P78,14,1
125166,2,B14,2,1
125167,2,B10,2,1
125168,1,A18,4,1
125169,3,C7,13,1
125170,4,P9,4,1
125171,1,A41,4,1
125172,1,A11,3,1
125173,1,A9,3,1
125174,1,A29,2,1
125175,1,A27,3,1
125176,1,A4,3,1
125177,2,B23,7,1
125178,3,C35,9,1
125179,1,A11,3,1
125180,1,A11,3,1
125181,4,P1,3,1
125182,4,P2,3,1
125183,4,P77,7,1
125184,1,A10,3,1
125185,1,A1,8,1
125186,1,A2,3,1
125187,1,A3,3,1
125188,1,A4,3,1
125189,1,A15,14,1
125190,3,C54,14,1
125191,1,A15,14,1
125192,4,P1,3,1
125193,4,P3,2,1
125194,4,P33,9,1
125195,4,P37,2,1
125196,4,P43,7,1
125197,4,P58,9,1
125198,2,B27,2,1
125199,2,B7,6,1
125200,2,B12,2,1
125201,2,B11,2,1
125202,2,B17,6,1
125203,2,B24,11,1
125204,2,B26,13,1
125205,1,A7,3,1
125206,1,A11,3,1
125207,1,A15,14,1
125208,1,A16,1,1
125209,1,A21,1,1
125210,1,A29,2,1
125211,1,A5,3,1
125212,3,C29,6,1
125213,3,C26,14,1
125214,4,P15,4,1
125215,4,P39,14,1
125216,4,P58,9,1
125217,2,B13,12,1
125218,2,B12,2,1
125219,2,B10,2,1
125220,2,B13,12,1
125221,2,B3,12,1
125222,2,B15,9,1
125223,2,B16,12,1
125224,2,B19,13,1
125225,2,B20,8,1
125226,2,B21,12,1
125227,2,B22,2,1
125228,2,B23,7,1
125229,2,B24,11,1
125230,2,B25,6,1
125231,2,B26,13,1
125232,2,B27,2,1
125233,2,B28,9,1
125234,2,B30,9,1
125235,2,B31,9,1
125236,2,B32,6,1
125237,2,B33,6,1
125238,2,B34,2,1
125239,3,C46,2,1
125240,3,C52,2,1
125241,3,C53,14,1
125242,3,C19,12,1
125243,3,C19,12,1
125244,3,C32,2,1
125245,1,A1,8,1
125246,1,A2,3,1
125247,1,A3,3,1
125248,1,A2,3,1
125249,1,A3,3,1
125250,1,A6,3,1
125251,1,A11,3,1
125252,1,A7,3,1
125253,4,P1,3,1
125254,4,P17,2,1
125255,4,P6,2,1
125256,4,P4,4,1
125257,3,C21,14,1
125258,1,A13,1,1
125259,1,A11,3,1
125260,4,P2,3,1
125261,4,P3,2,1
125262,4,P4,4,1
125263,4,P14,2,1
125264,4,P26,4,1
125265,4,P63,14,1
125266,1,A14,3,1
125267,4,P4,4,1
125268,4,P3,2,1
125269,4,P15,4,1
125270,1,A8,3,1
125271,1,A8,3,1
125272,1,A8,3,1
125273,1,A23,6,1
125274,1,A36,1,1
125275,1,A27,3,1
125276,1,A31,6,1
125277,2,B1,4,1
125278,1,A11,3,1
125279,4,P1,3,1
125280,3,C7,13,1
125281,3,C3,6,1
125282,3,C4,4,1
125283,3,C5,11,1
125284,3,C8,2,1
125285,3,C11,7,1
125286,3,C13,9,1
125287,3,C12,14,1
125288,4,P1,3,1
125289,1,A1,8,1
125290,1,A7,3,1
125291,1,A13,1,1
125292,1,A3,3,1
125293,1,A15,14,1
125294,2,B31,9,1
125295,3,C12,14,1
125296,1,A20,2,1
125297,2,B19,13,1
125298,2,B21,12,1
125299,2,B32,6,1
125300,2,B10,2,1
125301,2,B13,12,1
125302,1,A11,3,1
125303,2,B13,12,1
125304,3,C30,2,1
125305,4,P6,2,1
125306,4,P15,4,1
125307,4,P11,4,1
125308,4,P62,12,1
125309,1,A10,3,1
125310,1,A6,3,1
125311,2,B3,12,1
125312,1,A6,3,1
125313,4,P1,3,1
125314,4,P8,2,1
125315,4,P5,3,1
125316,4,P23,6,1
125317,4,P63,14,1
125318,4,P42,6,1
125319,4,P50,6,1
125320,4,P40,4,1
125321,4,P43,7,1
125322,4,P41,9,1
125323,4,P15,4,1
125324,3,C19,12,1
125325,3,C29,6,1
125326,1,A9,3,1
125327,1,A10,3,1
125328,1,A4,3,1
125329,1,A15,14,1
125330,1,A17,2,1
125331,1,A12,2,1
125332,2,B12,2,1
125333,2,B2,3,1
125334,2,B11,2,1
125335,2,B25,6,1
125336,2,B24,11,1
125337,1,A14,3,1
125338,1,A11,3,1
125339,2,B24,11,1
125340,1,A8,3,1
125341,4,P4,4,1
125342,2,B7,6,1
125343,1,A8,3,1
125344,1,A2,3,1
125345,1,A2,3,1
125346,1,A6,3,1
125347,1,A6,3,1
125348,1,A8,3,1
125349,2,B1,4,1
125350,4,P7,4,1
125351,3,C17,14,1
125352,1,A1,8,1
125353,1,A6,3,1
125354,1,A4,3,1
125355,4,P5,3,1
125356,4,P5,3,1
125357,4,P6,2,1
125358,1,A42,6,1
125359,4,P82,6,1
125360,3,C31,12,1
125361,4,P32,3,1
125362,4,P76,2,1
125363,4,P77,7,1
125364,4,P81,4,1
125365,3,C2,12,1
125366,2,B22,2,1
125367,2,B21,12,1
125368,2,B30,9,1
125369,2,B16,12,1
125370,3,C29,6,1
125371,3,C35,9,1
125372,3,C40,14,1
125373,3,C57,5,1
125374,4,P8,2,1
125375,4,P38,9,1
125376,2,B24,11,1
125377,2,B24,11,1
125378,2,B13,12,1
125379,1,A10,3,1
125380,1,A8,3,1
125381,1,A10,3,1
125382,1,A5,3,1
125383,1,A5,3,1
125384,3,C14,9,1
125385,1,A5,3,1
125386,3,C1,4,1
125387,3,C2,12,1
125388,3,C6,6,1
125389,3,C22,11,1
125390,1,A12,2,1
125391,1,A15,14,1
125392,3,C8,2,1
125393,3,C20,13,1
125394,3,C35,9,1
125395,3,C37,2,1
125396,3,C39,6,1
125397,3,C54,14,1
125398,3,C44,14,1
125399,2,B10,2,1
125400,2,B11,2,1
125401,2,B23,7,1
125402,1,A15,14,1
125403,1,A2,3,1
125404,1,A3,3,1
125405,1,A38,6,1
125406,3,C6,6,1
125407,3,C9,6,1
125408,2,B10,2,1
125409,4,P33,9,1
125410,4,P26,4,1
125411,4,P1,3,1
125412,1,A2,3,1
125413,1,A9,3,1
125414,2,B13,12,1
125415,2,B24,11,1
125416,2,B21,12,1
125417,4,P8,2,1
125418,4,P3,2,1
125419,4,P12,4,1
125420,4,P17,2,1
125421,1,A11,3,1
125422,1,A17,2,1
125423,4,P1,3,1
125424,4,P16,7,1
125425,4,P46,14,1
125426,3,C5,11,1
125427,3,C14,9,1
125428,3,C42,7,1
125429,2,B3,12,1
125430,2,B11,2,1
125431,2,B19,13,1
125432,2,B24,11,1
125433,2,B32,6,1
125434,2,B19,13,1
125435,4,P6,2,1
125436,4,P1,3,1
125437,4,P3,2,1
125438,4,P2,3,1
125439,4,P7,4,1
125440,4,P9,4,1
125441,4,P9,4,1
125442,4,P10,4,1
125443,4,P23,6,1
125444,3,C48,6,1
125445,3,C48,6,1
125446,2,B24,11,1
125447,3,C28,2,1
125448,3,C46,2,1
125449,1,A11,3,1
125450,1,A2,3,1
125451,1,A5,3,1
125452,1,A9,3,1
125453,3,C34,7,1
125454,3,C35,9,1
125455,3,C59,5,1
125456,2,B10,2,1
125457,3,C5,11,1
125458,2,B2,3,1
125459,1,A8,3,1
125460,2,B5,14,1
125461,3,C1,4,1
125462,1,A7,3,1
125463,1,A9,3,1
125464,3,C5,11,1
125465,3,C17,14,1
125466,2,B27,2,1
125467,2,B24,11,1
125468,2,B23,7,1
125469,2,B31,9,1
125470,2,B19,13,1
125471,2,B8,4,1
125472,1,A3,3,1
125473,1,A5,3,1
125474,1,A13,1,1
125475,1,A13,1,1
125476,4,P18,2,1
125477,1,A5,3,1
125478,3,C18,9,1
125479,3,C17,14,1
125480,4,P15,4,1
125481,4,P34,9,1
125482,4,P19,2,1
125483,4,P21,4,1
125484,4,P20,7,1
125485,4,P33,9,1
125486,4,P34,9,1
125487,4,P36,2,1
125488,4,P41,9,1
125489,4,P47,14,1
125490,4,P42,6,1
125491,4,P51,9,1
125492,4,P45,9,1
125493,4,P55,14,1
125494,4,P56,2,1
125495,4,P60,14,1
125496,4,P80,7,1
125497,4,P77,7,1
125498,4,P78,14,1
125499,3,C12,14,1
125500,3,C17,14,1
125501,4,P60,14,1
125502,4,P25,2,1
125503,4,P26,4,1
125504,4,P29,5,1
125505,4,P35,4,1
125506,1,A34,2,1
125507,1,A33,1,1
125508,1,A42,6,1
125509,1,A38,6,1
125510,1,A37,2,1
125511,1,A17,2,1
125512,2,B11,2,1
125513,2,B10,2,1
125514,2,B14,2,1
125515,2,B20,8,1
125516,2,B22,2,1
125517,2,B21,12,1
125518,2,B24,11,1
125519,2,B26,13,1
125520,2,B34,2,1
125521,2,B29,2,1
125522,2,B31,9,1
125523,1,A6,3,1
125524,4,P4,4,1
125525,4,P43,7,1
125526,4,P50,6,1
125527,4,P50,6,1
125528,4,P65,9,1
125529,4,P77,7,1
125530,3,C51,6,1
125531,3,C51,6,1
125532,1,A17,2,1
125533,2,B10,2,1
125534,2,B10,2,1
125535,2,B13,12,1
125536,2,B12,2,1
125537,2,B15,9,1
125538,2,B11,2,1
125539,2,B19,13,1
125540,2,B21,12,1
125541,4,P1,3,1
125542,3,C1,4,1
125543,3,C3,6,1
125544,3,C5,11,1
125545,3,C10,9,1
125546,3,C11,7,1
125547,3,C12,14,1
125548,3,C15,6,1
125549,3,C7,13,1
125550,3,C18,9,1
125551,3,C23,3,1
125552,3,C19,12,1
125553,3,C27,11,1
125554,3,C30,2,1
125555,3,C31,12,1
125556,3,C33,14,1
125557,3,C34,7,1
125558,3,C36,14,1
125559,3,C53,14,1
125560,3,C44,14,1
125561,3,C43,6,1
125562,3,C42,7,1
125563,3,C40,14,1
125564,3,C39,6,1
125565,3,C38,13,1
125566,3,C46,2,1
125567,3,C47,13,1
125568,3,C48,6,1
125569,3,C50,9,1
125570,3,C52,2,1
125571,3,C56,6,1
125572,3,C58,14,1
125573,3,C59,5,1
125574,3,C55,13,1
125575,1,A18,4,1
125576,1,A16,1,1
125577,1,A14,3,1
125578,1,A22,4,1
125579,1,A23,6,1
125580,1,A25,1,1
125581,1,A28,1,1
125582,1,A31,6,1
125583,1,A36,1,1
125584,1,A43,2,1
125585,1,A42,6,1
125586,1,A41,4,1
125587,1,A39,4,1
125588,2,B17,6,1
125589,2,B12,2,1
125590,2,B11,2,1
125591,2,B9,1,1
125592,2,B4,10,1
125593,2,B1,4,1
125594,1,A2,3,1
125595,1,A3,3,1
125596,1,A6,3,1
125597,1,A7,3,1
125598,1,A8,3,1
125599,2,B2,3,1
125600,1,A2,3,1
125601,1,A4,3,1
125602,1,A10,3,1
125603,4,P6,2,1
125604,4,P16,7,1
125605,4,P14,2,1
125606,4,P74,12,1
125607,2,B3,12,1
125608,2,B5,14,1
125609,1,A22,4,1
125610,2,B31,9,1
125611,2,B31,9,1
125612,2,B24,11,1
125613,2,B26,13,1
125614,2,B19,13,1
125615,2,B4,10,1
125616,3,C13,9,1
125617,3,C17,14,1
125618,3,C56,6,1
125619,3,C54,14,1
125620,1,A3,3,1
125621,3,C15,6,1
125622,3,C49,4,1
125623,1,A13,1,1
125624,1,A38,6,1
125625,1,A2,3,1
125626,1,A3,3,1
125627,1,A7,3,1
125628,1,A8,3,1
125629,1,A9,3,1
125630,1,A23,6,1
125631,1,A35,14,1
125632,1,A32,2,1
125633,1,A36,1,1
125634,1,A43,2,1
125635,3,C56,6,1
125636,3,C56,6,1
125637,3,C56,6,1
125638,1,A2,3,1
125639,1,A9,3,1
125640,3,C56,6,1
125641,1,A9,3,1
125642,3,C56,6,1
125643,3,C56,6,1
125644,1,A9,3,1
125645,3,C56,6,1
125646,1,A9,3,1
125647,1,A9,3,1
125648,3,C56,6,1
125649,1,A2,3,1
125650,1,A7,3,1
125651,1,A4,3,1
125652,1,A23,6,1
125653,2,B13,12,1
125654,3,C5,11,1
125655,4,P15,4,1
125656,2,B3,12,1
125657,2,B9,1,1
125658,2,B7,6,1
125659,2,B32,6,1
125660,2,B23,7,1
125661,2,B19,13,1
125662,3,C53,14,1
125663,3,C55,13,1
125664,2,B4,10,1
125665,3,C34,7,1
125666,1,A3,3,1
125667,1,A13,1,1
125668,2,B4,10,1
125669,2,B9,1,1
125670,3,C55,13,1
125671,3,C58,14,1
125672,4,P67,9,1
125673,3,C14,9,1
125674,2,B15,9,1
125675,2,B31,9,1
125676,1,A16,1,1
125677,1,A17,2,1
125678,1,A31,6,1
125679,1,A13,1,1
125680,1,A14,3,1
125681,1,A16,1,1
125682,1,A23,6,1
125683,1,A21,1,1
125684,1,A25,1,1
125685,1,A36,1,1
125686,1,A35,14,1
125687,1,A41,4,1
125688,1,A42,6,1
125689,1,A33,1,1
125690,1,A27,3,1
125691,1,A6,3,1
125692,1,A9,3,1
125693,1,A11,3,1
125694,4,P61,1,1
125695,4,P63,14,1
125696,2,B11,2,1
125697,2,B12,2,1
125698,2,B29,2,1
125699,2,B34,2,1
125700,2,B9,1,1
125701,3,C21,14,1
125702,3,C40,14,1
125703,3,C17,14,1
125704,3,C3,6,1
125705,3,C26,14,1
125706,3,C33,14,1
125707,3,C36,14,1
125708,3,C44,14,1
125709,2,B4,10,1
125710,2,B3,12,1
125711,2,B17,6,1
125712,1,A33,1,1
125713,4,P61,1,1
125714,2,B9,1,1
125715,3,C17,14,1
125716,3,C3,6,1
125717,3,C36,14,1
125718,2,B4,10,1
125719,1,A16,1,1
125720,4,P5,3,1
125721,4,P15,4,1
125722,4,P34,9,1
125723,4,P15,4,1
125724,2,B24,11,1
125725,1,A5,3,1
125726,1,A13,1,1
125727,1,A7,3,1
125728,1,A5,3,1
125729,1,A1,8,1
125730,1,A2,3,1
125731,1,A3,3,1
125732,1,A4,3,1
125733,1,A5,3,1
125734,1,A6,3,1
125735,1,A7,3,1
125736,1,A9,3,1
125737,4,P3,2,1
125738,4,P26,4,1
125739,4,P29,5,1
125740,4,P35,4,1
125741,4,P52,11,1
125742,4,P77,7,1
125743,4,P82,6,1
125744,2,B4,10,1
125745,4,P6,2,1
125746,1,A6,3,1
125747,1,A5,3,1
125748,2,B3,12,1
125749,2,B4,10,1
125750,3,C14,9,1
125751,4,P1,3,1
125752,4,P4,4,1
125753,4,P15,4,1
125754,4,P2,3,1
125755,4,P24,6,1
125756,4,P29,5,1
125757,4,P36,2,1
125758,4,P39,14,1
125759,1,A17,2,1
125760,1,A7,3,1
125761,1,A12,2,1
125762,2,B29,2,1
125763,1,A5,3,1
125764,1,A8,3,1
125765,1,A11,3,1
125766,1,A10,3,1
125767,1,A9,3,1
125768,1,A8,3,1
125769,1,A20,2,1
125770,1,A32,2,1
125771,1,A37,2,1
125772,4,P75,7,1
125773,2,B11,2,1
125774,4,P26,4,1
125775,4,P19,2,1
125776,3,C33,14,1
125777,1,A11,3,1
125778,1,A1,8,1
125779,1,A4,3,1
125780,1,A6,3,1
125781,3,C13,9,1
125782,3,C16,13,1
125783,3,C15,6,1
125784,3,C24,12,1
125785,3,C41,13,1
125786,3,C39,6,1
125787,3,C6,6,1
125788,2,B30,9,1
125789,2,B33,6,1
125790,3,C24,12,1
125791,1,A5,3,1
125792,4,P1,3,1
125793,1,A5,3,1
125794,1,A11,3,1
125795,3,C9,6,1
125796,3,C31,12,1
125797,4,P6,2,1
125798,4,P12,4,1
125799,3,C21,14,1
125800,1,A4,3,1
125801,1,A2,3,1
125802,1,A3,3,1
125803,1,A5,3,1
125804,1,A6,3,1
125805,1,A7,3,1
125806,1,A8,3,1
125807,3,C2,12,1
125808,3,C22,11,1
125809,3,C34,7,1
125810,3,C36,14,1
125811,3,C30,2,1
125812,3,C31,12,1
125813,2,B2,3,1
125814,3,C27,11,1
125815,3,C40,14,1
125816,3,C54,14,1
125817,2,B4,10,1
125818,3,C34,7,1
125819,1,A11,3,1
125820,1,A7,3,1
125821,1,A3,3,1
125822,1,A16,1,1
125823,1,A8,3,1
125824,1,A11,3,1
125825,1,A6,3,1
125826,1,A5,3,1
125827,1,A16,1,1
125828,2,B3,12,1
125829,3,C57,5,1
125830,3,C6,6,1
125831,3,C9,6,1
125832,3,C24,12,1
125833,3,C36,14,1
125834,3,C51,6,1
125835,3,C46,2,1
125836,3,C55,13,1
125837,2,B4,10,1
125838,2,B6,2,1
125839,2,B34,2,1
125840,1,A35,14,1
125841,1,A42,6,1
125842,4,P18,2,1
125843,4,P23,6,1
125844,4,P34,9,1
125845,4,P48,9,1
125846,4,P66,9,1
125847,4,P73,11,1
125848,1,A4,3,1
125849,1,A31,6,1
125850,1,A42,6,1
125851,1,A41,4,1
125852,3,C25,2,1
125853,3,C25,2,1
125854,3,C24,12,1
125855,3,C54,14,1
125856,3,C37,2,1
125857,2,B1,4,1
125858,4,P15,4,1
125859,4,P36,2,1
125860,2,B4,10,1
125861,2,B13,12,1
125862,2,B12,2,1
125863,2,B17,6,1
125864,2,B10,2,1
125865,2,B2,3,1
125866,1,A12,2,1
125867,3,C40,14,1
125868,2,B4,10,1
125869,3,C56,6,1
125870,1,A4,3,1
125871,1,A6,3,1
125872,1,A16,1,1
125873,4,P39,14,1
125874,4,P60,14,1
125875,2,B23,7,1
125876,2,B25,6,1
125877,1,A15,14,1
125878,2,B13,12,1
125879,2,B6,2,1
125880,1,A13,1,1
125881,1,A11,3,1
125882,1,A15,14,1
125883,1,A16,1,1
125884,1,A21,1,1
125885,1,A29,2,1
125886,1,A31,6,1
125887,1,A33,1,1
125888,1,A31,6,1
125889,3,C59,5,1
125890,4,P36,2,1
125891,4,P21,4,1
125892,4,P44,11,1
125893,1,A5,3,1
125894,1,A17,2,1
125895,1,A2,3,1
125896,1,A5,3,1
125897,1,A8,3,1
125898,1,A9,3,1
125899,1,A1,8,1
125900,1,A3,3,1
125901,1,A6,3,1
125902,1,A10,3,1
125903,4,P1,3,1
125904,4,P3,2,1
125905,4,P39,14,1
125906,4,P63,14,1
125907,4,P59,2,1
125908,4,P82,6,1
125909,1,A11,3,1
125910,1,A27,3,1
125911,1,A24,2,1
125912,1,A19,12,1
125913,1,A20,2,1
125914,2,B4,10,1
125915,2,B1,4,1
125916,2,B13,12,1
125917,2,B10,2,1
125918,2,B33,6,1
125919,2,B19,13,1
125920,2,B32,6,1
125921,2,B20,8,1
125922,2,B34,2,1
125923,2,B17,6,1
125924,2,B1,4,1
125925,4,P3,2,1
125926,4,P17,2,1
125927,4,P25,2,1
125928,4,P20,7,1
125929,4,P23,6,1
125930,4,P29,5,1
125931,4,P44,11,1
125932,4,P11,4,1
125933,4,P34,9,1
125934,4,P50,6,1
125935,2,B32,6,1
125936,2,B3,12,1
125937,4,P1,3,1
125938,4,P15,4,1
125939,3,C27,11,1
125940,3,C41,13,1
125941,3,C53,14,1
125942,3,C54,14,1
125943,3,C51,6,1
125944,3,C56,6,1
125945,3,C40,14,1
125946,3,C42,7,1
125947,3,C6,6,1
125948,1,A20,2,1
125949,4,P1,3,1
125950,2,B26,13,1
125951,2,B31,9,1
125952,4,P34,9,1
125953,4,P1,3,1
125954,4,P1,3,1
125955,4,P1,3,1
125956,4,P3,2,1
125957,1,A10,3,1
125958,1,A2,3,1
125959,1,A3,3,1
125960,1,A12,2,1
125961,1,A10,3,1
125962,1,A11,3,1
125963,1,A8,3,1
125964,1,A9,3,1
125965,1,A10,3,1
125966,1,A12,2,1
125967,1,A12,2,1
125968,1,A10,3,1
125969,1,A12,2,1
125970,1,A12,2,1
125971,1,A10,3,1
125972,1,A12,2,1
125973,1,A10,3,1
125974,1,A12,2,1
125975,1,A10,3,1
125976,1,A12,2,1
125977,1,A4,3,1
125978,1,A26,2,1
125979,1,A29,2,1
125980,1,A4,3,1
125981,2,B17,6,1
125982,2,B19,13,1
125983,2,B23,7,1
125984,2,B27,2,1
125985,2,B28,9,1
125986,2,B30,9,1
125987,2,B21,12,1
125988,2,B20,8,1
125989,2,B20,8,1
125990,2,B22,2,1
125991,2,B10,2,1
125992,2,B2,3,1
125993,2,B4,10,1
125994,3,C2,12,1
125995,3,C7,13,1
125996,3,C9,6,1
125997,3,C30,2,1
125998,1,A13,1,1
125999,1,A15,14,1
126000,1,A14,3,1
126001,1,A1,8,1
126002,3,C4,4,1
126003,3,C6,6,1
126004,3,C2,12,1
126005,3,C1,4,1
126006,3,C1,4,1
126007,4,P4,4,1
126008,4,P10,4,1
126009,2,B10,2,1
126010,1,A32,2,1
126011,1,A32,2,1
126012,1,A37,2,1
126013,1,A32,2,1
126014,1,A32,2,1
126015,1,A1,8,1
126016,1,A2,3,1
126017,1,A2,3,1
126018,3,C1,4,1
126019,3,C2,12,1
126020,3,C8,2,1
126021,3,C12,14,1
126022,4,P1,3,1
126023,4,P2,3,1
126024,4,P3,2,1
126025,4,P6,2,1
126026,2,B10,2,1
126027,2,B14,2,1
126028,2,B13,12,1
126029,2,B11,2,1
126030,2,B9,1,1
126031,2,B16,12,1
126032,4,P1,3,1
126033,4,P2,3,1
126034,4,P3,2,1
126035,4,P14,2,1
126036,3,C1,4,1
126037,1,A11,3,1
126038,3,C32,2,1
126039,4,P2,3,1
126040,4,P15,4,1
126041,3,C58,14,1
126042,2,B13,12,1
126043,2,B15,9,1
126044,1,A5,3,1
126045,1,A15,14,1
126046,1,A8,3,1
126047,4,P6,2,1
126048,4,P16,7,1
126049,1,A42,6,1
126050,2,B1,4,1
126051,3,C1,4,1
126052,3,C2,12,1
126053,2,B19,13,1
126054,4,P14,2,1
126055,4,P12,4,1
126056,4,P17,2,1
126057,3,C2,12,1
126058,3,C17,14,1
126059,3,C13,9,1
126060,3,C17,14,1
126061,3,C12,14,1
126062,2,B1,4,1
126063,2,B2,3,1
126064,2,B3,12,1
126065,2,B4,10,1
126066,2,B5,14,1
126067,2,B7,6,1
126068,2,B9,1,1
126069,2,B19,13,1
126070,2,B20,8,1
126071,1,A1,8,1
126072,1,A2,3,1
126073,1,A13,1,1
126074,1,A5,3,1
126075,2,B4,10,1
126076,1,A8,3,1
126077,3,C1,4,1
126078,2,B1,4,1
126079,3,C58,14,1
126080,1,A7,3,1
126081,4,P1,3,1
126082,1,A29,2,1
126083,4,P1,3,1
126084,1,A4,3,1
126085,2,B10,2,1
126086,2,B4,10,1
126087,2,B3,12,1
126088,1,A5,3,1
126089,1,A2,3,1
126090,1,A14,3,1
126091,1,A34,2,1
126092,1,A26,2,1
126093,2,B31,9,1
126094,2,B31,9,1
126095,1,A26,2,1
126096,1,A17,2,1
126097,1,A26,2,1
126098,2,B17,6,1
126099,1,A11,3,1
126100,1,A1,8,1
126101,1,A6,3,1
126102,2,B4,10,1
126103,2,B3,12,1
126104,2,B9,1,1
126105,1,A5,3,1
126106,3,C25,2,1
126107,3,C25,2,1
126108,4,P4,4,1
126109,4,P4,4,1
126110,1,A1,8,1
126111,1,A2,3,1
126112,1,A3,3,1
126113,1,A4,3,1
126114,1,A5,3,1
126115,1,A12,2,1
126116,4,P1,3,1
126117,4,P8,2,1
126118,4,P10,4,1
126119,4,P37,2,1
126120,4,P82,6,1
126121,3,C35,9,1
126122,3,C57,5,1
126123,2,B25,6,1
126124,2,B24,11,1
126125,1,A6,3,1
126126,2,B4,10,1
126127,1,A15,14,1
126128,4,P61,1,1
126129,4,P61,1,1
126130,4,P82,6,1
126131,4,P82,6,1
126132,4,P59,2,1
126133,4,P2,3,1
126134,2,B15,9,1
126135,2,B1,4,1
126136,2,B24,11,1
126137,2,B29,2,1
126138,2,B31,9,1
126139,2,B28,9,1
126140,2,B32,6,1
126141,3,C32,2,1
126142,3,C30,2,1
126143,3,C35,9,1
126144,3,C58,14,1
126145,3,C55,13,1
126146,3,C57,5,1
126147,1,A1,8,1
126148,1,A18,4,1
126149,3,C7,13,1
126150,3,C8,2,1
126151,3,C30,2,1
126152,3,C25,2,1
126153,3,C43,6,1
126154,4,P15,4,1
126155,4,P33,9,1
126156,4,P27,6,1
126157,4,P29,5,1
126158,4,P43,7,1
126159,4,P63,14,1
126160,4,P74,12,1
126161,2,B11,2,1
126162,2,B13,12,1
126163,2,B2,3,1
126164,2,B4,10,1
126165,2,B10,2,1
126166,2,B11,2,1
126167,2,B16,12,1
126168,2,B17,6,1
126169,1,A18,4,1
126170,1,A11,3,1
126171,1,A15,14,1
126172,1,A19,12,1
126173,1,A26,2,1
126174,4,P15,4,1
126175,4,P16,7,1
126176,4,P17,2,1
126177,4,P12,4,1
126178,3,C35,9,1
126179,4,P2,3,1
126180,3,C6,6,1
126181,3,C10,9,1
126182,3,C15,6,1
126183,1,A2,3,1
126184,4,P6,2,1
126185,4,P36,2,1
126186,2,B2,3,1
126187,2,B4,10,1
126188,4,P1,3,1
126189,1,A37,2,1
126190,2,B13,12,1
126191,1,A11,3,1
126192,2,B4,10,1
126193,2,B32,6,1
126194,4,P76,2,1
126195,4,P61,1,1
126196,4,P59,2,1
126197,4,P26,4,1
126198,4,P82,6,1
126199,4,P82,6,1
126200,2,B11,2,1
126201,4,P16,7,1
126202,1,A10,3,1
126203,1,A5,3,1
126204,3,C48,6,1
126205,4,P6,2,1
126206,4,P20,7,1
126207,4,P33,9,1
126208,1,A2,3,1
126209,1,A9,3,1
126210,1,A15,14,1
126211,3,C33,14,1
126212,3,C29,6,1
126213,1,A15,14,1
126214,3,C7,13,1
126215,2,B4,10,1
126216,1,A27,3,1
126217,1,A29,2,1
126218,1,A4,3,1
126219,2,B13,12,1
126220,2,B10,2,1
126221,2,B21,12,1
126222,2,B24,11,1
126223,2,B19,13,1
126224,2,B23,7,1
126225,2,B24,11,1
126226,2,B11,2,1
126227,4,P1,3,1
126228,4,P3,2,1
126229,4,P26,4,1
126230,4,P25,2,1
126231,4,P36,2,1
126232,4,P34,9,1
126233,4,P33,9,1
126234,4,P39,14,1
126235,4,P41,9,1
126236,4,P53,2,1
126237,4,P58,9,1
126238,4,P61,1,1
126239,4,P65,9,1
126240,4,P69,9,1
126241,4,P70,6,1
126242,4,P74,12,1
126243,4,P82,6,1
126244,4,P78,14,1
126245,1,A37,2,1
126246,2,B22,2,1
126247,2,B21,12,1
126248,3,C13,9,1
126249,3,C54,14,1
126250,3,C56,6,1
126251,3,C35,9,1
